candidato,config,head,input_type,pooling,modelo_fusion,auc,auc_lo,auc_hi,ap,ap_lo,ap_hi,brier,ece,delta_vs_base,p_delong_vs_base
M_A_22__logreg_l1,M_A_22,logreg_l1,A,22,logreg,0.647676130053826,0.589909028067444,0.7051528650983215,0.15203138093312546,0.09657996847518634,0.2276399948810792,0.23695994044049284,0.43372014301218825,0.013629190378269818,0.5093397005156937
M_A_22__logreg_l1,M_A_22,logreg_l1,A,22,histgb,0.5930185601411273,0.5369589663750706,0.6520095100969133,0.11147138960025005,0.06623524660720129,0.17855260786927588,0.20116409140219796,0.37046038023844435,-0.04102837953442917,0.3094795020702492
M_A_22__logreg_l1,M_A_22,logreg_l1,A,22,mlp,0.5080260787783145,0.4473066310561979,0.5657682426303587,0.051921975302495704,0.04027006237979116,0.07094315265074957,0.0474928580224514,0.01150309386104345,-0.12602086089724185,0.0015701364306996979
M_AB_22__xgb,M_AB_22,xgb,AB,22,NINGUNO_base,0.6329550103879404,0.5670719359476027,0.6974028723982671,0.2884421775117224,0.2015838584619071,0.3752894973770075,0.10939883440732956,0.25262690186500547,0.0,
M_AB_22__xgb,M_AB_22,xgb,AB,22,logreg,0.6440177684259746,0.5828719689105948,0.7051132808945758,0.2683090462412956,0.18251073953772484,0.3565348878690039,0.21975254086532792,0.41610548600883807,0.011062758038034248,0.4245608156196663
M_AB_22__xgb,M_AB_22,xgb,AB,22,histgb,0.6210952236728144,0.5565260512290753,0.6839039281372838,0.2586332273692252,0.17417591713146968,0.3437190833020194,0.1765212985887192,0.33115176949641195,-0.011859786715125997,0.7196337464787845
M_AB_22__xgb,M_AB_22,xgb,AB,22,mlp,0.47165234671810163,0.4139821392174701,0.5351726178258225,0.05010141342961633,0.03808806558168661,0.07097631916142307,0.047454725950956345,0.0136882998496294,-0.1613026636698388,4.219242659186939e-05
M_AB_22__logreg_l1,M_AB_22,logreg_l1,AB,22,NINGUNO_base,0.6216611140335497,0.5542597083423966,0.6845312888520514,0.15616799935782122,0.09748021723206736,0.235818115960603,0.09668293595314026,0.150604982919991,0.0,
M_AB_22__logreg_l1,M_AB_22,logreg_l1,AB,22,logreg,0.6415708903873029,0.5823266593797356,0.6994287885066998,0.1436836021289373,0.09178472105837976,0.21974144400711204,0.23278349071345691,0.42716185734679696,0.019909776353753128,0.19025327575115125
M_AB_22__logreg_l1,M_AB_22,logreg_l1,AB,22,histgb,0.5973384555709649,0.5345502354456793,0.6594418257607721,0.10909313937686468,0.07045468495823255,0.1738805405483658,0.2063119072734168,0.36870320710653764,-0.024322658462584856,0.3887817261241997
M_AB_22__logreg_l1,M_AB_22,logreg_l1,AB,22,mlp,0.5406245516713691,0.48874508350209067,0.5889671436216722,0.051078022541928406,0.04159625784228593,0.0659656479882631,0.047576263546943665,0.011182517232373356,-0.08103656236218038,0.00918666519558431
M_AB_22__logreg_l2,M_AB_22,logreg_l2,AB,22,NINGUNO_base,0.6184570587516406,0.5518163790880528,0.679604953353641,0.19000417896229982,0.1203081692617527,0.27318044999060037,0.0672004222869873,0.08007567015290261,0.0,
M_AB_22__logreg_l2,M_AB_22,logreg_l2,AB,22,logreg,0.632025143598,0.5740661836191681,0.68769739708569,0.15794574825462326,0.09826557080096406,0.24093582326546076,0.23305948935287985,0.42889649571765526,0.013568084846359296,0.47413048842794714
M_AB_22__logreg_l2,M_AB_22,logreg_l2,AB,22,histgb,0.6179044522021903,0.555377363913424,0.6847512754685348,0.16970807734657165,0.10876089447821374,0.24708942722174648,0.20008688145507544,0.3630700371033406,-0.0005526065494503296,0.9864461134184246
M_AB_22__logreg_l2,M_AB_22,logreg_l2,AB,22,mlp,0.5794185941476842,0.5225639753944288,0.6318812190062263,0.06275075881415848,0.04780206812697378,0.08984211588823024,0.04774961248040199,0.020821755610406403,-0.039038464603956435,0.12943158041245884
M_AB_22__logreg_en,M_AB_22,logreg_en,AB,22,NINGUNO_base,0.6174315485204491,0.550390741173236,0.6788703277910729,0.24040565312955461,0.15298752685205472,0.33086003779362444,0.18432992696762085,0.3383756996747106,0.0,
M_AB_22__logreg_en,M_AB_22,logreg_en,AB,22,logreg,0.6325804069097073,0.5738080919325873,0.6890779158302466,0.2300292982197737,0.14706851652739067,0.31751988235702233,0.23219933541536242,0.4235491740445689,0.015148858389258057,0.21842828415767634
M_AB_22__logreg_en,M_AB_22,logreg_en,AB,22,histgb,0.65535151621422,0.5945447273773492,0.7168423505319536,0.232890093157941,0.15380391249890707,0.3201170939611454,0.19104763511538456,0.3466095787255065,0.03791996769377104,0.18794662713491617
M_AB_22__logreg_en,M_AB_22,logreg_en,AB,22,mlp,0.46908325761560904,0.40574924294706904,0.5272320217154595,0.048908993845689586,0.03722806628113233,0.0708795719950215,0.04771469905972481,0.013382337244227528,-0.14834829090484009,0.0001554368289946595
M_AB_22__extratrees,M_AB_22,extratrees,AB,22,NINGUNO_base,0.617250888686975,0.5512788909419236,0.6825259536733542,0.2584887990908911,0.1755527328026203,0.3435590061303103,0.04069763794541359,0.004894064515829085,0.0,
M_AB_22__extratrees,M_AB_22,extratrees,AB,22,logreg,0.6389141281303301,0.5764226175762028,0.7007978895618736,0.2605020794316788,0.1781694800822243,0.3455080098776042,0.21170346737560505,0.4077927479342318,0.02166323944335513,0.04763186608422365
M_AB_22__extratrees,M_AB_22,extratrees,AB,22,histgb,0.6568021084065272,0.5921680739388968,0.7181259710463999,0.23831577489154382,0.1588140614073357,0.3254669900634902,0.19239951998360477,0.3668107432345901,0.03955121971955211,0.09831630945802283
M_AB_22__extratrees,M_AB_22,extratrees,AB,22,mlp,0.6414141414141414,0.5823157875593875,0.7018036226972808,0.26174090511375986,0.17901902089433783,0.34546499606040704,0.0404258668422699,0.006131700333207845,0.024163252727166462,0.057933273965189214
M_A_22__logreg_l2,M_A_22,logreg_l2,A,22,NINGUNO_base,0.6158215505927236,0.5499189420898144,0.6800360161305568,0.19799937735951145,0.11974517333565134,0.28556288399796553,0.07333654910326004,0.09033992228284478,0.0,
M_A_22__logreg_l2,M_A_22,logreg_l2,A,22,logreg,0.6341133587319805,0.5762064397673288,0.6926203488804772,0.1787561931678344,0.10753123831759324,0.2675655009399019,0.23474612958800845,0.431177905554756,0.018291808139256904,0.4036334409625788
M_A_22__logreg_l2,M_A_22,logreg_l2,A,22,histgb,0.5249655949287722,0.4678803360671404,0.5810070229214871,0.0988023155597223,0.055923808133233624,0.16194194702703557,0.19436683191427015,0.3402331899777174,-0.09085595566395144,0.035931679502604785
M_A_22__logreg_l2,M_A_22,logreg_l2,A,22,mlp,0.5291871901551018,0.47160210676032605,0.5863789816753011,0.05434068955630281,0.042709815733285965,0.0735778056336769,0.04755915701389313,0.014623100025579334,-0.08663436043762185,0.013498596492663273
M_AB_22__lgbm,M_AB_22,lgbm,AB,22,NINGUNO_base,0.6088316090946286,0.5453249615232658,0.676014973772338,0.2675954448840657,0.17840631574446306,0.34902690636603206,0.04411640018224716,0.03356240501627326,0.0,
M_AB_22__lgbm,M_AB_22,lgbm,AB,22,logreg,0.629692506336378,0.5693524417570364,0.6943170910522466,0.266946238081331,0.1799823997309937,0.3497965453406352,0.2234235400594821,0.4212488525611313,0.020860897241749443,0.07895351537714745
M_AB_22__lgbm,M_AB_22,lgbm,AB,22,histgb,0.5694477653972656,0.5076555743988984,0.6278174490902749,0.10837281856396638,0.06755583902295385,0.17082188402720053,0.2175989990259082,0.3899533100076685,-0.03938384369736281,0.1620465934863775
M_AB_22__lgbm,M_AB_22,lgbm,AB,22,mlp,0.6341399263545502,0.5728289502767916,0.6963276007695557,0.25245083418906566,0.1678187583790385,0.3402973944884794,0.04362175613641739,0.013920310869812965,0.025308317259921664,0.013889031495850857
