candidato,config,head,input_type,pooling,modelo_fusion,auc,auc_lo,auc_hi,ap,ap_lo,ap_hi,brier,ece,delta_vs_base,p_delong_vs_base
M_AB_22__mlp,M_AB_22,mlp,AB,22,histgb,0.6205984091307606,0.553777056380636,0.6842392475687241,0.2014438813493439,0.12833714553497053,0.2880083734999983,0.18210248210119753,0.33288860593673947,-0.018039415724844354,0.5193277209700915
M_AB_22__mlp,M_AB_22,mlp,AB,22,mlp,0.6501097242812129,0.5817553512845194,0.709539206818929,0.22667805595277202,0.14490522117486898,0.3166046844010855,0.0438237227499485,0.006577096652239564,0.011471899425608001,0.22235689926994584
M_A_gg__xgb,M_A_gg,xgb,A,gg,NINGUNO_base,0.6372908463913198,0.573092257045172,0.7033299238013626,0.27354445812726064,0.18427049799409131,0.3561920454805591,0.1465410590171814,0.31982480648905043,0.0,
M_A_gg__xgb,M_A_gg,xgb,A,gg,logreg,0.6522218502755063,0.5884294525935941,0.7133384869841444,0.26895193087949426,0.18607790503474847,0.3510024515925535,0.22472595197905643,0.42375331539308914,0.014931003884186445,0.27703429770485943
M_A_gg__xgb,M_A_gg,xgb,A,gg,histgb,0.617827406096738,0.5507998318168189,0.685090173323121,0.23640609034783183,0.15574352473678774,0.3210904539408274,0.17833650860645206,0.33399391840926523,-0.019463440294581913,0.5061272112614503
M_A_gg__xgb,M_A_gg,xgb,A,gg,mlp,0.6592463296829421,0.5971711357730495,0.7203391962418991,0.27184079501839464,0.18552543222361845,0.3558955240595439,0.04255326837301254,0.015518695479258895,0.021955483291622113,0.1255501964722141
M_A_22__logreg_en,M_A_22,logreg_en,A,22,NINGUNO_base,0.6348120872055645,0.5643115118096211,0.7001756016294242,0.2440160074420548,0.1603292890248777,0.3307781327693271,0.16173946857452393,0.3018330148886889,0.0,
M_A_22__logreg_en,M_A_22,logreg_en,A,22,logreg,0.6449237243556023,0.5838621483944466,0.7053571871993061,0.21275109565604453,0.13828925552721785,0.30396071123587903,0.23314495090255638,0.42689891669186714,0.010111637150037933,0.5127730853805053
M_A_22__logreg_en,M_A_22,logreg_en,A,22,histgb,0.6036057577351633,0.5371587933699801,0.6710474641399478,0.1962166328233174,0.1261299938768949,0.2756286691180409,0.19745969897833504,0.35828951175526785,-0.03120632947040114,0.39511528088682235
M_A_22__logreg_en,M_A_22,logreg_en,A,22,mlp,0.46547537447064014,0.4079591941626792,0.5225398619863671,0.047346487447069034,0.036491548734873064,0.06739448438780726,0.04770370572805405,0.01381238154321909,-0.16933671273492423,2.0359019234250653e-05
M_A_22__extratrees,M_A_22,extratrees,A,22,NINGUNO_base,0.6346898761417437,0.5725765646194502,0.6976309025347934,0.26398533997391566,0.17599935278334145,0.35095632815406763,0.04155634343624115,0.03070358107984066,0.0,
M_A_22__extratrees,M_A_22,extratrees,A,22,logreg,0.6487175808585595,0.5889008806093879,0.7057526010232005,0.2590616245936585,0.17545989867387338,0.34668455240122076,0.22053775046857055,0.42030217188440344,0.014027704716815692,0.47049514723607255
M_A_22__extratrees,M_A_22,extratrees,A,22,histgb,0.6418126557526873,0.5794267465505077,0.6997970566568616,0.2339927774686918,0.15364377976221985,0.31478465575395564,0.22155817986201673,0.39737570677656253,0.0071227796109436525,0.8230481538332477
M_A_22__extratrees,M_A_22,extratrees,A,22,mlp,0.6524901832634604,0.5933017172207531,0.7123029320312264,0.26657340494931214,0.17917027188419646,0.35467743866692747,0.040969863533973694,0.009461379181593654,0.017800307121716874,0.27573254283772286
M_A_22__logreg_l1,M_A_22,logreg_l1,A,22,NINGUNO_base,0.6340469396755563,0.5662798413823044,0.6991105117125714,0.18342141811675033,0.11265554244967346,0.2756947045535363,0.09454446285963058,0.15171742985397577,0.0,
