config,split,n,pos,auc,ic_lo,ic_hi,brier,ece
M_A_mlp,OOF training,7998,395,0.5567504166409994,0.5268841762012748,0.5835736540698562,0.3282538652420044,0.4260719027617077
M_A_mlp,test hold-out,2000,99,0.6829632463509371,0.625532652375637,0.740549241295621,0.22211520373821259,0.4218169171959162
M_A_gbm,OOF training,7998,395,0.5873803978109906,0.5572468674920219,0.6172983910441504,0.04715142026543617,0.022414642433414882
M_A_gbm,test hold-out,2000,99,0.6031780190117907,0.5411034479612158,0.6658266225123777,0.0466688834130764,0.03438204944133758
M_A_mlp_dens,OOF training,7998,395,0.5637081964647532,0.5322378502545588,0.5939302334520975,0.33849501609802246,0.42184466029680145
M_A_mlp_dens,test hold-out,2000,99,0.7067306415018146,0.6518153866245594,0.7600647963157077,0.20635828375816345,0.3997732016816736
M_A_gbm_dens,OOF training,7998,395,0.5873803978109906,0.5572468674920219,0.6172983910441504,0.04715142026543617,0.022414642433414882
M_A_gbm_dens,test hold-out,2000,99,0.6031780190117907,0.5411034479612158,0.6658266225123777,0.0466688834130764,0.03438204944133758
